Gene,Protein ID,log2fc_24h,log2fc_48h,mean_A,mean_C,mean_B
Anxa6,P14824,0.12312853621902445,0.4343022915744318,871354690.0,948987202.5,1177424287.5
Rplp0,P14869,-0.21740512498889056,-0.389563415690899,9006765800.0,7746818950.0,6875409925.0
Map1b,P14873,-0.2884050581859082,-0.34812736709238806,1524524992.5,1248291390.0,1197671647.5
Hmox1,P14901,1.0742917433028876,1.4009751381896391,969822015.0,2042142657.5,2561106145.0
Jund,P15066,,,,,
Cdh2,P15116,-0.10125417188798037,0.10205552891709548,237413728.0,221322356.0,254816533.33333334
Cd44,P15379,0.35208408292117505,0.46328677075854235,1120475422.5,1430178367.5,1544776127.5
Nme1,P15532,-0.10074576050068051,-0.6574094347047498,33196157525.0,30957103625.0,21046886425.0
Gstm2,P15626,-0.06143143382428802,-0.07335932087655042,818142672.5,784036607.5,777581087.5
H1-2,P15864,0.10985205889441729,0.15230526284473267,20729336325.0,22369391100.0,23037420550.0
Lgals1,P16045,-0.31645861431299993,-0.3562144463504134,13392066300.0,10754347250.0,10462039550.0
Ldhb,P16125,,,139878414.0,,
Srp14,P16254,-0.24739408601767393,-1.0650166197317685,332671664.0,280248160.0,159006128.0
Mmut,P16332,0.08002018274151691,0.6815602711163302,179657232.0,189903592.0,288147456.0
Sptan1,P16546,-0.2052188237182796,-0.24301401957257204,1416032032.5,1228276255.0,1196516160.0
Hspa1l,P16627,0.9001330455006701,1.080961995144185,1787692545.0,3336259902.5,3781767400.0
Ctsa,P16675,,,,,
Gapdh,P16858,-0.2613279124698944,-0.6268330509238774,61213336500.0,51071488000.0,39641538500.0
Lamp2,P17047,0.6524430197767832,0.8218862687705528,869479632.5,1366672112.5,1536992800.0
Hmga1,P17095,0.6721007614939642,0.5624353967045335,622953552.5,992608880.0,919952898.0
Eno1,P17182,-0.5634563298706401,-1.39522618697068,9230948475.0,6246389625.0,3509468865.0
Eno2,P17183,,,,,
Ptbp1,P17225,-0.14936527985617298,-0.3952250697163497,3952200957.5,3563490370.0,3005137985.0
Ap2a1,P17426,-0.01929812940054785,-0.05784982976332319,210496324.0,207699380.0,202222736.0
Ap2a2,P17427,-0.14817730350258942,-0.2755116609995657,696610942.5,628614622.5,575510190.5
Gba1,P17439,,,,,
Cox7c,P17665,,,,,
Hk1,P17710,0.28350910576239163,0.2682052242179438,300850376.0,366180576.0,362316720.0
Ppia,P17742,-0.9822602534930208,-1.769876935552409,13177552150.0,6670293500.0,3864103027.5
Tpi1,P17751,0.6373670167345933,1.0266724429610783,1210756365.0,1883316672.5,2466697887.5
Slc2a1,P17809,0.33913192425247074,0.7738824913096078,302768912.0,383001224.0,517693990.0
Hspa1b,P17879,,,,,
Pcna,P17918,0.07163572560597056,-0.3814994400631071,2559547390.0,2689847615.0,1964809277.5
Mthfd2,P18155,-0.02453645520250218,0.29117708024652084,766750352.5,753820207.5,938225040.0
Ctsd,P18242,0.35727789151952233,0.4647625402867197,326816968.0,418654688.0,451036888.0
Bsg,P18572,0.5242219805035975,0.75451943280802,664724897.5,955979295.0,1121437120.0
Hmgn1,P18608,0.058716675046162035,2.237469113657718,144557102.0,150561840.0,681686590.0
Rps6ka3,P18654,0.5225019289605267,,150194181.33333334,215745557.33333334,
Cfl1,P18760,0.057581021211890536,-0.07121222395855739,9081099000.0,9450875125.0,8643734025.0
Fasn,P19096,-0.03576913337750939,-0.4260999797568879,2332902400.0,2275773247.5,1736311712.5
Gstp1,P19157,1.9476223773864172,2.609157269096732,160497160.0,619099007.5,979268880.0
Ifrd1,P19182,0.43749462264825967,0.28956112077867435,155956692.0,211204428.0,190620936.0
Rpl13a,P19253,-0.051109754050244344,0.009396567815987784,5827649275.0,5624809750.0,5865729825.0
Serpinh1,P19324,-0.6595732893683584,-0.2515032079761203,10901375500.0,6901284875.0,9157381125.0
Nelfe,P19426,,,,,
Cox5b,P19536,0.22182192614551485,0.892846076267114,292461770.6666667,341070500.5,543053423.0
Cox4i1,P19783,0.06277928772394778,0.49613904996614955,1789622177.5,1869217342.5,2524143777.5
Esr1,P19785,0.15639374914443938,0.15622822855302915,554309208.5,617776385.0,617705511.5
Hspa5,P20029,-0.34451369233468093,0.07885637000561278,12715415550.0,10014323175.0,13429773575.0
Prdx3,P20108,0.3644387373127332,0.616424103761284,775451407.5,998301170.0,1188821727.5
Vim,P20152,-0.23176138157823417,-0.10728801589959994,54702410750.0,46584274750.0,50781971250.0
Prkca,P20444,,,,,161482376.0
Prim1,P20664,-0.027813259319385067,,237822800.0,233281802.66666666,
Tpm3,P21107,0.4432811280982854,0.7233502871178319,1066710225.0,1450398607.5,1761150992.5
Ubl4a,P21126,0.1027085168064384,0.23553174380389866,1051597040.0,1129191757.5,1238087887.5
Gna11,P21278,0.13327630363108176,0.23286639682142832,230917888.0,253266496.0,271367196.0
Gnaq,P21279,,,,,
Akr1b7,P21300,,,,,
Eno3,P21550,-0.6953703004005538,-1.0033588916377751,404493128.0,249795050.66666666,201776240.0
Mfge8,P21956,,,,,
Tgm2,P21981,-0.09930338881451928,0.16328044650415538,2240424960.0,2091400000.0,2508896320.0
Emb,P21995,0.33167877563774584,0.943544038811113,150774304.0,189745984.0,289976224.0
Fech,P22315,,,,,
Myd88,P22366,,,,,
Serpine1,P22777,0.6320853832889767,1.145628144292313,227964800.0,353300663.5,504354881.0
Ap1g1,P22892,-0.07519515561274041,-0.41507454451888126,312180240.0,296325764.0,234129168.0
Hmbs,P22907,,,,,
Eif3a,P23116,-0.0730563711811853,-0.1425294355978156,2054340097.5,1952900802.5,1861087137.5
Cbx3,P23198,0.21973147866501885,0.2296448724351735,1686038142.5,1963419777.5,1976957760.0
Mov10,P23249,0.23855232599273904,,169526956.0,200009290.66666666,
Xrcc6,P23475,0.1885178490863395,,188153493.33333334,214418282.66666666,
Pnp,P23492,0.0965655187340743,-0.27237760419532225,424960496.0,454378400.0,351847712.0
Pcmt1,P23506,-0.17741492865860295,0.049266256525496606,407068232.0,359964768.0,421209184.0
Glb1,P23780,,,,,
Zfp36l2,P23949,0.6393937741009819,0.2790315870908054,412250448.0,642152002.6666666,500216500.6666667
Cat,P24270,0.2714043427080827,0.5702997557075756,530098126.5,639818977.5,787106687.5
Bcat1,P24288,-0.5055853696547787,-0.3231971955393677,330117568.0,232526404.0,263861840.0
Ppib,P24369,-0.1917321815559673,0.14231187913630872,2337870462.5,2046931485.0,2580242880.0
Capg,P24452,-0.31186307617383247,-0.41110143705412555,551871872.5,444588392.0,415034688.0
Lta4h,P24527,-0.41064467205372795,-0.6283218857260815,380665416.0,286369696.0,246263296.0
Impdh2,P24547,1.8905781065493537,2.4002341695844853,170755861.33333334,633135025.0,901401137.5
M6pr,P24668,0.15752619915187913,0.13284646782223541,458727320.0,511652048.0,502973816.5
Cdk11b,P24788,0.44392208321640003,0.5402654996265616,532175808.5,723917360.0,773911410.0
Ccnb1,P24860,,,,,
Mcm3,P25206,0.23725694413118642,0.046189966579643055,2182783647.5,2572954750.0,2253799390.0
Ccnd1,P25322,,,,,
Rps2,P25444,0.008101151014418313,-0.20848457168256118,6895890950.0,6934722300.0,5968020075.0
Ubtf,P25976,0.4581783842390486,0.5629835525810808,268966512.0,369507832.0,397349936.0
Tln1,P26039,-0.2057077213875862,-0.29251064528232196,1299825760.0,1127096095.0,1061281665.0
Ezr,P26040,-0.013797795058350373,-0.5308901581731896,648610400.0,642436722.5,448921128.5
Msn,P26041,-0.5859156779846337,-0.8871640276594447,7911478125.0,5270835200.0,4277545602.5
Rdx,P26043,-0.24183920100482223,-0.6587938173569721,1238843070.0,1047648130.0,784692670.0
Ctnna1,P26231,-0.21740286322115746,-0.3606637625159624,866988847.5,745707872.5,675216272.5
Ptma,P26350,0.4315411705449259,0.3428135483778693,5014554045.0,6762996350.0,6359595265.0
U2af2,P26369,0.8198767580376609,0.7151493097463267,658371040.0,1162192895.0,1080816865.0
Glud1,P26443,0.1465529048415428,0.2704881315596873,735462207.5,814098925.0,887126192.5
Pik3r1,P26450,,,,,
Psmd7,P26516,0.3035660956171663,0.23252498107792732,696482142.5,859592240.0,818289502.5
Sars1,P26638,-0.06131184171921916,-0.28848973252278903,816540335.0,782565935.0,668549517.5
Marcks,P26645,-0.11630501553845356,0.7367866048959014,374732682.6666667,345708672.0,624476990.0
Fkbp1a,P26883,,,,,
Man2a1,P27046,0.6064189043953427,0.9907758343265377,116254642.66666667,176994832.0,231027432.0
Snrpb,P27048,0.6218011010519466,0.6661415669965801,534045520.5,821786607.5,847435922.5
Map4,P27546,-0.42154307287788767,-0.5004440584564847,821492945.0,613347682.5,580704465.0
Gna13,P27601,,,,,
Plaa,P27612,0.13257048012529227,-0.04905601597144443,273826492.0,300180968.0,264672080.0
Rpl3,P27659,0.015465037252277065,-0.012333008703449094,6513955700.0,6584157950.0,6458507900.0
H2ax,P27661,0.042411478742315614,-0.1336969837691263,186042847000.0,191593205750.0,169576698000.0
Pdia3,P27773,-0.21167714062882317,0.1321168091622183,5548974575.0,4791721475.0,6081123975.0
Cebpb,P28033,,,210276896.0,,
Aco1,P28271,-0.3972768849398583,-0.43721729738802095,341958192.0,259645472.0,252555884.0
Lox,P28301,-1.109106147972939,-0.6846258948382642,1205656060.0,558919439.0,750119582.5
Apex1,P28352,-0.20603350459214972,-0.6049398499181363,935980255.0,811417597.5,615405887.5
Adh5,P28474,-0.004368952470190984,-0.5123394615643622,447749200.0,446395320.0,313910088.0
Max,P28574,,,,,
Bgn,P28653,0.2215002504101167,0.5863947870463528,499596520.0,582502272.5,750139137.5
Nap1l1,P28656,0.01735472633033866,-0.3267621051361216,3386789377.5,3427776382.5,2700368255.0
Atxn10,P28658,0.21613469484618678,0.19222746601731167,1167541630.0,1356236415.0,1333947102.5
Celf1,P28659,0.0885785177709846,0.0878763696509825,273900810.6666667,291244752.0,291103040.0
Nckap1,P28660,-0.22101346313629636,-0.8436748341897853,229047776.0,196514408.0,127630552.0
Bri3,P28662,,,,,
Marcksl1,P28667,,,,,405076672.0
Kif2a,P28740,-0.6034551377561078,,172243200.0,113366304.0,
Grn,P28798,0.6163825500156456,0.9720590637965193,142870786.0,219024688.0,280260808.0
Prkcd,P28867,,,,,
Tbp,P29037,,,,,
Pabpc1,P29341,-0.08640101547085458,-0.28957357945969714,5656809600.0,5327976050.0,4628083947.5
Ftl1,P29391,-0.3236552723577401,-0.24353971303474725,710543775.0,567754903.5,600175247.5
Hexa,P29416,,,,,
Nedd8,P29595,-0.32151934142776806,-1.1117666917769717,562883329.0,450434265.0,260461336.0
Oat,P29758,0.21213175176772958,0.3907415939562217,607049247.5,703204992.5,795882335.0
Ccnd2,P30280,,,,,
Cdk4,P30285,0.6231874488041441,0.48292105339711733,329423960.0,507403313.0,460393206.0
Ppic,P30412,-0.656577152332839,-0.2088400019945367,1209035680.0,766989997.5,1046097135.0
Fkbp4,P30416,-0.15656478217338407,-0.47785111695948546,1407386270.0,1262648927.5,1010568577.5
Hmgb2,P30681,-0.2154407158185008,-0.5972185526082471,2820367615.0,2429134720.0,1864339585.0
Ctnnd1,P30999,0.07627333032075283,0.14774545167026298,501326520.0,528544112.5,555388000.0
Des,P31001,0.7372375576480452,1.1567827929189205,1147053866.6666667,1912116865.0,2557467552.5
Aimp1,P31230,0.05557623861928951,0.3632994685469166,1125951617.5,1170172382.5,1448384160.0
Rbpj,P31266,,,,,
Prkar2b,P31324,,,,,
Akt1,P31750,,,,,
Dbi,P31786,-0.7472728363186797,-0.49355673217561746,860045470.0,512353696.6666667,610866110.0
Map2k1,P31938,0.11825593393994453,-0.122639655266794,343968064.0,373350472.5,315936576.0
Scp2,P32020,0.47798317179170074,0.8686978865759408,211939720.0,295188632.0,387004912.0
Ssb,P32067,-0.005605823224677054,-0.17509739090949727,1900384802.5,1893014880.0,1683185502.5
Drg1,P32233,-0.1447860498934924,-0.32819356337984906,499327664.0,451648616.0,397731072.0
Serpinc1,P32261,,,,186080680.0,254549856.0
Kras,P32883,0.6353513607591433,0.858189171219632,192498816.0,299011492.0,348954453.3333333
Wars1,P32921,-0.597708972884545,-0.8112502600526751,907905440.0,599946175.0,517404207.5
Kif4,P33174,-0.03597643831985698,-0.26192881379925814,405434832.0,395449536.0,338121376.0
Nedd1,P33215,,,,,
Pola1,P33609,0.11795056977267761,,476702184.0,517313487.0,
Prim2,P33610,0.30280552950058326,0.04251029774613369,250978020.0,309591648.0,258483344.0
Pola2,P33611,0.6312883163950479,,82434400.0,127686564.0,
Ranbp1,P34022,-0.11616078131179669,-0.2666572819949957,2003313345.0,1848336350.0,1665240802.5
Ptk2,P34152,,,,,
Mif,P34884,-0.36104705976233625,-1.1771532189901204,12127603450.0,9442543475.0,5363108207.5
Usp4,P35123,0.05297818106466949,-0.20039822051230455,357456592.0,370826986.6666667,311098154.6666667
Rab5c,P35278,0.2578968542900255,0.13826429360895817,601827182.5,719625407.5,662359087.5
Rab6a,P35279,,,,300342997.3333333,439693536.0
Rab21,P35282,0.332137591948598,0.513359417549572,424607792.0,534529080.5,606072450.0
Rab23,P35288,,,,,
Rab18,P35293,0.33757248545619245,0.4316046731195695,543685136.0,687016082.5,733286032.5
Thbs1,P35441,-0.10928881035440445,-0.052647187003587934,230369413.33333334,213562800.0,222114256.0
Plaur,P35456,,,,147836480.0,180338360.0
Pdha1,P35486,0.44099587672656787,0.527740561784149,668357022.5,907322127.5,963549997.5
Fbl,P35550,0.49734807442880413,0.5442512084112779,1741328030.0,2458087167.5,2539314717.5
Canx,P35564,0.3898279706819713,0.5948594440387568,4141933130.0,5426914700.0,6255666950.0
Ap1m1,P35585,-0.2200358282865414,,187998456.0,161404968.0,
Rfc1,P35601,,,,147589352.0,182353632.0
Prdx1,P35700,0.14203063113317116,0.06956450520976545,8572018400.0,9458855150.0,8995474925.0
Ttk,P35761,,,,,
Cd81,P35762,,,,,
Ptpn1,P35821,,,,,
Fmr1,P35922,-0.025511746776226116,-0.2659593198971937,341837352.0,335845640.0,284287512.0
Ldlr,P35951,,,,,
Rpl12,P35979,-0.20977281615485058,-0.3646133200440978,6997535600.0,6050582775.0,5434825075.0
Rpl18,P35980,-0.12977629111820485,-0.23892509500464412,9533998075.0,8713818375.0,8078885250.0
Tbxas1,P36423,,,,,
Sar1a,P36536,0.13304970187666001,0.11288746854398925,606140785.0,664699662.5,655474832.5
Cpox,P36552,,,,,
Gnl1,P36916,0.09161363086279273,-0.07755847353679661,835886462.5,890688290.0,792136207.5
Por,P37040,0.417251495561777,0.5923266910708491,616002095.0,822597537.5,928731745.0
Tagln,P37804,,-0.2500054980595835,516008904.0,,433908384.0
Fbln2,P37889,-0.2077389677153874,-0.3310953155325116,305783736.0,264776064.0,243077500.0
Lig1,P37913,0.073931370939141,-0.3129206092640413,339231816.0,357068992.0,273085152.0
Hmgcl,P38060,,,,,
Hspa9,P38647,0.11680825001646152,0.3376404721497008,8059886075.0,8739602700.0,10185182450.0
Dnm2,P39054,-0.044724328245680095,0.022058782486106925,307593600.0,298204320.0,312332840.0
Traf2,P39429,,,,,
Tjp1,P39447,0.5409676000934485,,251861184.0,366444928.0,
Fen1,P39749,0.23881213749929944,0.08819528187640878,407062888.0,480342624.0,432723952.0
Cap1,P40124,-0.5255678855177844,-1.0809520630512597,1570941152.5,1091310210.0,742610220.0
Tkt,P40142,-0.28414322393027314,-0.821318019463136,3080345025.0,2529669185.0,1743243297.5
Cd9,P40240,-0.35444532781757865,-0.6337118796673444,529681296.0,414300981.3333333,341388080.0
Vps26a,P40336,0.16141522337304245,-0.21521027374181106,167528216.0,187360824.0,144312256.0
Rpl28,P41105,-0.05391539290567004,-0.04029021191404921,4107574475.0,3956902015.0,3994449032.5
Cd63,P41731,0.2942271524927485,0.6543327691793068,1042361905.0,1278173265.0,1640560767.5
Eci1,P42125,0.41740643091737856,0.7790754819158542,626689315.0,836958927.5,1075418192.5
Foxk1,P42128,,,,,
Septin2,P42208,-0.08614190745518684,-0.17540703880560793,1468120447.5,1383026142.5,1300046562.5
Stat1,P42225,,,,,
Stat3,P42227,0.04216978135510487,,215910520.0,222314696.0,
Eps15,P42567,,,,,
Pura,P42669,-0.026687693502523393,,150800948.0,148037000.0,
Cct8,P42932,0.05946744485995022,-0.23748125589145627,9437009925.0,9834128900.0,8004706825.0
Cox6a1,P43024,,,,,
Nr2f2,P43135,,,,,
Msh2,P43247,0.18006788590270514,-0.019357420646751774,396654016.0,449384088.0,391367440.0
H1-4,P43274,0.18435039731529362,0.3741577638667226,12420900350.0,14113933825.0,16098513925.0
H1-5,P43276,0.16890778396075568,0.27819506994293797,13956223250.0,15689684750.0,16924387825.0
H1-3,P43277,0.0879080996051037,0.365499096304032,6787692300.0,7214149225.0,8744768925.0
Itgav,P43406,0.6608443830256289,0.9130428392007365,209927384.0,331896808.0,395295960.0
Plin2,P43883,,,,,
Akr1b1,P45376,-0.21920651230222105,-0.1457499758028386,275907120.0,237014640.0,249395029.33333334
Akr1b8,P45377,0.18834558296696136,-0.1337495163696296,198469528.0,226147352.0,180896940.0
Cfl2,P45591,-0.41372386557935126,-0.6370910527681022,324429808.0,243544012.0,208611013.33333334
Fkbp2,P45878,-0.108564529178232,0.11014917766098624,749070737.5,694770951.0,808501887.5
Acadm,P45952,0.4161226211502481,0.3779248230507287,339384776.0,452853520.0,441020792.0
Rangap1,P46061,0.03669266088677313,-0.14138863486130412,1469772930.0,1507633697.5,1332563840.0
Sipa1,P46062,,,,,
Cdkn1b,P46414,,,,,
Nsf,P46460,0.3903918542267779,0.7135829126301955,658651658.5,863327247.5,1080104190.0
Vps4b,P46467,0.21532598786720775,0.4160780281973113,264156676.0,306676976.0,352463020.0
Psmc2,P46471,0.20574622311412327,0.11936122871289111,1214965087.5,1401198240.0,1319760447.5
Rab11b,P46638,0.24785635748846388,0.3446141593865958,625692082.5,742972702.5,794510897.5
Fdx1,P46656,,,,,
Adss2,P46664,-0.24569483159484248,-0.8146931779328174,533925760.5,450318056.0,303552484.0
Pdcd2,P46718,,,,,
Myo1b,P46735,-0.0890523973544411,0.24748873819980388,245111292.0,230438944.0,290981148.0
Nedd4,P46935,-0.17433353263028503,-0.4005855394764143,1618730557.5,1434481470.0,1226270560.0
Yap1,P46938,,,,,
Stt3a,P46978,0.6883822029489122,0.8563006730549805,294957520.0,475316800.0,533988201.0
Cryz,P47199,-0.21049251979565375,,234629948.0,202777088.0,
Tes,P47226,0.036551066193051374,-0.0169991706097301,356454922.6666667,365601176.0,352279488.0
Pla2g4a,P47713,0.5504470826136794,0.06769276103143992,273997896.0,401280735.5,287160552.0
Aldh2,P47738,0.8486807285696214,0.802910553451816,1396347872.5,2514617790.0,2436092575.0
Aldh3a2,P47740,0.8630151477583987,,119490408.0,217333408.0,
Capza1,P47753,-0.1439740943517137,-0.1244388745045086,1295373950.0,1172342847.5,1188325250.0
Capza2,P47754,-0.30010835303621924,-0.2034457417563274,1172940610.0,952652270.0,1018668207.5
Capzb,P47757,-0.3311384708419453,-0.27247865666439386,849115935.0,674969857.5,702979632.5
Srprb,P47758,0.017338678528160303,0.3852922297269888,523246809.0,529573263.5,683425386.0
Gsr,P47791,0.07608923044611317,-0.3025543308245123,389996712.0,411117616.0,316215400.0
Mtx1,P47802,,,,387770128.0,456320287.0
Map2k4,P47809,-0.38108592247921785,,161871488.0,124294544.0,
Mapk14,P47811,0.41302068171327944,,470507616.0,626467105.0,
Gfpt1,P47856,0.06353940449022433,0.10585322478597538,300754504.0,314296400.0,323651136.0
Pfkm,P47857,0.43222326343035605,0.1858147772090752,326839304.0,441007976.0,371766368.0
Rpl6,P47911,0.05976943164899583,0.021517238575251826,9116435475.0,9502053125.0,9253422600.0
Rpl29,P47915,-0.32705192672009864,-0.28825085364139935,9134116850.0,7281387150.0,7479876200.0
Fosl2,P47930,,,173462512.0,,
Crkl,P47941,,,,,
Rplp1,P47955,0.20424840221774587,0.2229379434770922,6164494975.0,7102028300.0,7194630775.0
Rpl5,P47962,-0.2463702902554561,-0.4734760562482323,6824461050.0,5753121050.0,4915162315.0
Rpl13,P47963,-0.2304085114930036,-0.11812361158153858,7813165825.0,6659891725.0,7198935650.0
Rpl36,P47964,-0.26733616051757275,-0.2858090619227287,4710707417.5,3913901825.0,3864105990.0
Eif1,P48024,-0.14631742242793097,-0.2990765394717091,1430180862.5,1292245502.5,1162411647.5
Anxa5,P48036,0.15901342278155894,0.12829893923857655,3755495807.5,4193098760.0,4104772675.0
Tbca,P48428,-0.39281996909187566,0.41662572512009166,275443836.0,209788880.0,367662976.0
Lmna,P48678,0.015141354054492843,0.19405590991088484,4756593650.0,4806777875.0,5441425675.0
Hspa4l,P48722,0.05241188645356241,-0.21879376842010018,281913084.0,292343056.0,242243284.0
Fosl1,P48755,,,,,
Cox7a2,P48771,,1.1439868305695329,416979552.0,,921486780.0
Gstm5,P48774,,,,270374176.0,256769464.0
Slc25a4,P48962,0.47528754804625817,0.4727731077095921,8236350475.0,11450135525.0,11430196725.0
Alox5,P48999,1.3209972505886038,2.4832817969778693,1839337440.0,4595377650.0,10284986350.0
Cit,P49025,,,,,
Hnrnpa1,P49312,-0.10222230853098586,-0.5257191214358784,7546649850.0,7030435350.0,5241999500.0
Mcm4,P49717,0.34974415510267165,0.12362670849229931,1218288767.5,1552507552.5,1327289282.5
Mcm5,P49718,0.03521605785100932,-0.20964406219211223,1877440480.0,1923832545.0,1623517695.0
Psma2,P49722,0.14283028152899277,-0.25135038233116014,835502320.0,922452175.0,701913597.5
Psen1,P49769,,,,,
Cav1,P49817,0.2455758849780246,0.15546121379009176,468911656.0,555925680.0,522263310.0
Srp9,P49962,,1.1125504857996258,219386832.0,,474374816.0
Impdh1,P50096,,,,,
Ahcy,P50247,-0.10561032705051687,-0.3922758775366975,3430438785.0,3188289857.5,2613742912.5
Gdi1,P50396,,,125708824.0,,
Shmt1,P50431,0.19208287855065187,-0.23005018331736132,1286619040.0,1469848867.5,1096978127.5
Atp6v1a,P50516,0.1480403377040433,0.09860015253224172,437832968.0,485146656.0,468802656.0
Atp6v1e1,P50518,0.43212667177362657,0.20866049656697677,197862068.0,266959656.0,228652320.0
S100a11,P50543,0.2725331993111857,0.2445256632155946,4073901315.0,4920975155.0,4826363900.0
Acadvl,P50544,0.7893412969362671,1.1563638711179762,124399518.0,214997844.0,277280232.0
Pa2g4,P50580,-0.30946447016928585,-0.5654494809156846,4798072475.0,3871762557.5,3242272770.0
