gene,n_sites,max_cr,n_engaged
POLG2,2,1.66063,0
POLI,1,1.9692,0
POLL,1,1.93891,0
POLR1A,11,2.50513,0
POLR1B,7,2.50402,0
POLR1C,1,1.37129,0
POLR1D,1,2.70854,0
POLR1E,4,2.17177,0
POLR2A,19,3.87894,0
POLR2B,15,3.82587,0
POLR2C,4,5.78981,1
POLR2D,2,1.48208,0
POLR2E,1,2.0128,0
POLR2G,3,1.72774,0
POLR2I,4,4.19728,1
POLR2J,1,3.14353,0
POLR2M,1,1.99629,0
POLR3A,10,2.39567,0
POLR3B,4,3.51672,0
POLR3C,1,1.32401,0
POLR3D,1,1.38985,0
POLR3E,6,5.34983,1
POLRMT,19,14.4767,4
POM121,4,5.94636,1
POP1,15,2.98248,0
POP4,1,1.56799,0
POP7,1,2.47229,0
POR,5,3.44134,0
POSTN,2,2.72798,0
POTEE,1,1.8329,0
PPA1,7,5.66312,2
PPA2,7,11.5223,2
PPAN,1,2.11758,0
PPAP2C,2,2.88654,0
PPARD,2,5.02652,2
PPAT,8,7.4539,2
PPCDC,1,3.32736,0
PPDPF,2,4.23541,2
PPFIA1,5,1.86198,0
PPFIA2,2,2.93606,0
PPFIA3,1,2.23314,0
PPFIBP1,6,2.31983,0
PPHLN1,1,2.19587,0
PPIA,3,20.0,2
PPIB,1,20.0,1
PPID,4,2.81397,0
PPIE,2,1.47613,0
PPIG,5,20.0,1
PPIH,5,3.85303,0
PPIL1,1,1.83483,0
PPIL2,2,2.12695,0
PPIL3,1,1.49487,0
PPIL4,2,2.43595,0
PPIP5K1,5,3.51474,0
PPIP5K2,5,20.0,1
PPL,5,4.3195,1
PPM1A,2,3.9397,0
PPM1B,3,4.52703,2
PPM1D,1,2.16915,0
PPM1F,1,1.47903,0
PPM1G,4,20.0,1
PPME1,5,2.81404,0
PPOX,3,20.0,2
PPP1CA,9,4.12132,1
PPP1CB,1,1.83187,0
PPP1R10,2,2.42638,0
PPP1R11,3,2.41763,0
PPP1R12C,1,1.93358,0
PPP1R15B,1,2.62931,0
PPP1R18,4,10.6561,4
PPP1R21,2,2.16216,0
PPP1R37,4,1.94369,0
PPP1R3D,2,5.05063,1
PPP1R7,2,3.09595,0
PPP1R9A,1,10.656,1
PPP1R9B,2,3.35915,0
PPP2CA,8,2.65127,0
PPP2R1A,5,2.43689,0
PPP2R1B,7,2.13987,0
PPP2R2A,5,20.0,1
PPP2R2B,3,3.02264,0
PPP2R4,3,2.09093,0
PPP2R5A,3,2.89678,0
PPP2R5C,1,1.43138,0
PPP2R5D,4,2.38108,0
PPP2R5E,2,2.02568,0
PPP3CB,1,2.85081,0
PPP3R1,1,1.92686,0
PPP4R1,16,5.01147,1
PPP4R2,5,4.15205,2
PPP5C,7,20.0,1
PPP6C,4,1.71526,0
PPP6R1,5,2.33456,0
PPP6R2,14,3.29873,0
PPP6R3,14,3.50321,0
PPRC1,4,2.15101,0
PPT1,2,2.34922,0
PPTC7,3,14.7977,2
PPWD1,4,3.10032,0
PQLC3,1,3.73136,0
PRAF2,1,2.48275,0
PRAME,2,3.81787,0
PRC1,8,3.4901,0
PRCP,2,2.35007,0
PRDM10,1,1.84734,0
PRDM4,2,1.8877,0
PRDX1,3,1.93483,0
PRDX2,1,2.2049,0
PRDX3,1,2.55228,0
PRDX4,2,2.62917,0
PRDX5,2,3.52426,0
PRDX6,2,2.61228,0
PREB,2,2.29539,0
PREP,9,20.0,2
PREPL,6,1.85105,0
PRICKLE3,9,20.0,3
PRIM1,7,2.10375,0
PRIM2,6,2.23529,0
PRIMPOL,3,1.92944,0
PRKAA1,5,1.95119,0
PRKAB2,1,4.1955,1
PRKACB,2,1.50512,0
PRKAG1,1,1.24136,0
PRKAR1A,3,2.14422,0
PRKAR1B,1,3.03079,0
PRKAR2A,3,3.38375,0
PRKAR2B,2,1.66233,0
PRKCA,8,7.65897,1
PRKCD,6,4.14839,1
PRKCI,4,2.17441,0
PRKCSH,3,2.33694,0
PRKCZ,2,1.89184,0
PRKD2,10,3.64574,0
PRKDC,45,20.0,4
PRKRA,4,1.66584,0
PRKRIR,6,3.58149,0
PRKX,1,3.32667,0
PRMT1,6,4.11999,1
PRMT10,1,1.3526,0
PRMT5,6,3.59746,0
PRMT7,2,1.76288,0
PROSC,2,2.77185,0
PROSER1,1,3.79209,0
PROSER2,1,12.9094,1
PRPF18,1,1.91524,0
PRPF19,5,2.98247,0
PRPF3,2,20.0,1
PRPF31,1,1.72635,0
PRPF38A,2,2.24418,0
PRPF38B,3,2.99129,0
PRPF39,3,1.69579,0
PRPF4,8,3.42082,0
PRPF40A,3,2.54907,0
PRPF40B,1,1.89565,0
PRPF4B,3,2.89217,0
PRPF6,12,2.86721,0
PRPF8,14,3.76338,0
PRPS1,6,2.22553,0
PRPS2,3,1.7287,0
PRPSAP1,1,1.66432,0
PRPSAP2,2,1.95807,0
PRR11,2,4.26917,1
PRR12,1,2.34313,0
PRR14,4,2.22953,0
PRR14L,13,4.0774,1
PRRC2B,2,4.44625,1
PRRC2C,5,5.0868,1
PRRG1,1,1.34125,0
PRSS3,2,2.422,0
PSAP,5,2.25498,0
PSAT1,1,1.56229,0
PSD3,1,1.92919,0
PSIP1,1,2.84861,0
PSMA1,4,2.62393,0
PSMA4,3,2.42908,0
PSMA5,1,1.33295,0
PSMA6,2,3.52639,0
PSMA7,3,10.3735,1
PSMB1,2,1.79596,0
PSMB2,2,1.34556,0
PSMB3,1,1.38286,0
PSMB5,2,1.73527,0
PSMC1,2,2.3242,0
PSMC2,5,2.96815,0
PSMC3,3,3.79906,0
PSMC3IP,1,8.38322,1
PSMC4,2,1.92273,0
PSMC5,2,2.71423,0
PSMC6,3,1.95134,0
PSMD1,8,3.19878,0
PSMD10,1,1.87091,0
PSMD11,2,1.61241,0
PSMD12,3,1.77164,0
PSMD13,6,2.19214,0
PSMD14,1,2.11112,0
PSMD2,6,3.34603,0
PSMD3,1,1.92801,0
PSMD4,2,1.70995,0
PSMD5,4,1.66367,0
PSMD6,4,2.33181,0
PSMD7,1,2.25008,0
PSMD8,3,2.22021,0
PSMD9,2,4.41219,1
PSME1,3,2.93286,0
PSME2,1,1.52963,0
PSME3,1,1.75219,0
PSME4,6,14.5189,1
PSMF1,1,2.05797,0
PSMG1,6,3.42595,0
PSMG2,3,2.15773,0
PSMG4,1,1.48518,0
PSPC1,1,4.28928,1
PSTPIP2,5,1.88851,0
PTAR1,2,1.54811,0
PTBP1,3,2.1312,0
PTBP2,1,1.28663,0
PTBP3,4,1.93173,0
PTCD1,6,2.24024,0
PTCD2,2,1.80618,0
PTCD3,3,1.67431,0
PTDSS1,1,1.63429,0
PTEN,3,2.58687,0
PTER,2,3.36941,0
PTGES,1,1.73589,0
PTGES2,3,20.0,2
PTGES3,5,1.72781,0
PTGR1,2,12.6081,2
PTK2,8,2.47196,0
PTK7,5,3.30626,0
PTP4A2,3,1.67064,0
PTPDC1,2,1.46127,0
PTPN1,5,3.43054,0
PTPN11,6,3.45137,0
PTPN12,7,4.08971,1
PTPN13,1,2.1618,0
PTPN14,1,1.51816,0
PTPN2,4,1.75068,0
PTPN23,8,2.53175,0
PTPN3,4,3.92942,0
PTPN6,3,2.84818,0
PTPN9,2,1.42467,0
PTPRA,2,1.65124,0
PTPRE,2,2.3506,0
PTPRF,2,3.31342,0
PTPRK,3,2.20124,0
PTPRS,3,2.05013,0
PTRH1,1,2.39363,0
PTRH2,3,2.54199,0
PTS,2,2.90824,0
PTTG1IP,2,2.15767,0
PUF60,2,1.79909,0
PUM1,5,2.56794,0
PUM2,1,5.75903,1
PURA,1,2.45507,0
PURB,3,3.03246,0
PUS1,3,2.31825,0
PUS3,1,1.62024,0
PUS7,2,2.34557,0
PUS7L,4,2.43747,0
PUSL1,1,3.11683,0
PVRL2,1,2.2282,0
PWP1,2,2.16623,0
PWP2,7,5.09206,1
PXK,1,1.32402,0
PXN,19,20.0,3
PYCR1,2,1.54279,0
PYCR2,4,1.83556,0
PYCRL,3,2.52556,0
PYGB,4,14.5179,2
PYGO2,4,3.19786,0
PYROXD1,3,2.0327,0
QARS,9,2.45333,0
QDPR,2,2.72097,0
QIL1,1,1.76673,0
QKI,1,2.26604,0
QRICH1,1,1.32392,0
QRSL1,1,1.45674,0
QSER1,3,3.23111,0
QSOX2,6,1.93057,0
QTRT1,3,2.04385,0
QTRTD1,9,1.84306,0
R3HCC1,3,1.67224,0
R3HCC1L,1,2.80376,0
R3HDM1,2,2.08463,0
RAB10,1,1.59364,0
RAB11FIP1,3,4.91024,1
RAB11FIP5,1,1.32041,0
RAB12,4,2.83278,0
RAB14,2,2.17646,0
RAB18,3,1.55264,0
RAB1A,2,2.39796,0
RAB1C,1,1.40017,0
RAB20,1,1.54554,0
RAB21,3,1.94517,0
RAB28,2,1.82,0
RAB2A,2,2.5726,0
RAB2B,2,1.61713,0
RAB30,1,4.68287,1
RAB31,1,1.16973,0
RAB35,2,1.88289,0
RAB36,1,2.34383,0
RAB3B,1,1.75802,0
RAB3GAP1,11,3.42564,0
RAB3GAP2,5,2.18321,0
RAB3IL1,5,2.83026,0
RAB3IP,1,2.05695,0
RAB7A,3,2.23334,0
RAB7L1,1,2.08517,0
RAB9A,1,1.73549,0
RABAC1,1,1.92418,0
RABEP1,2,3.79232,0
RABEP2,1,1.4599,0
RABEPK,5,3.34716,0
RABGAP1,7,2.78189,0
RABGAP1L,4,2.42216,0
RABGEF1,3,1.70761,0
RABGGTA,7,3.58138,0
RABGGTB,3,4.02454,1
RABL2A,1,1.40379,0
RABL5,4,2.43553,0
RABL6,2,3.1713,0
RAC1,4,1.81377,0
RAC2,1,1.83273,0
RACGAP1,8,6.72175,2
RAD1,2,2.41986,0
RAD17,3,1.79778,0
RAD18,5,2.93382,0
RAD21,3,3.79923,0
RAD50,6,3.18356,0
RAD51,2,1.4314,0
RAD51AP1,1,2.31546,0
RAD51C,3,3.74046,0
RAD54B,13,3.24956,0
RAD54L2,10,5.46117,2
RAD9A,1,1.76275,0
RAE1,6,2.79648,0
RAF1,7,3.65663,0
RAI1,5,2.43383,0
RAI14,6,2.37505,0
RALBP1,3,2.0785,0
RALGAPA1,3,1.92704,0
RALGAPB,6,20.0,2
RALGPS2,1,1.59271,0
RAN,2,1.72151,0
RANBP1,2,2.47645,0
RANBP10,3,2.3648,0
RANBP2,52,6.98592,4
RANBP3,1,3.85239,0
RANBP6,6,6.05721,1
RANBP9,2,2.04842,0
RANGAP1,7,2.01803,0
RAP1A,3,2.69192,0
RAP1GAP,2,1.33112,0
RAP1GAP2,2,1.50796,0
RAP1GDS1,5,4.12085,1
RAP2B,1,1.95196,0
RAP2C,1,1.49679,0
RAPGEF1,3,3.53488,0
RAPGEF5,2,3.09102,0
RAPGEF6,4,3.62937,0
RAPH1,2,1.66992,0
RARB,1,2.24133,0
RARS,9,2.43522,0
RARS2,3,3.68467,0
RASA1,6,2.13182,0
RASA2,6,6.87607,1
RASA3,6,20.0,2
RASAL2,7,1.94274,0
RASSF1,3,2.77903,0
RASSF3,1,2.69443,0
RASSF7,3,20.0,1
RAVER1,5,2.28812,0
RAVER2,4,3.32208,0
RB1,8,2.29051,0
RB1CC1,4,2.14659,0
RBAK,4,2.38178,0
RBBP4,1,1.29182,0
RBBP5,5,1.85681,0
RBBP6,1,1.42795,0
RBBP7,3,3.60508,0
RBBP8,2,2.30084,0
RBBP9,2,1.3455,0
RBCK1,6,3.25362,0
RBFA,2,2.33558,0
RBL1,1,1.93383,0
RBM12B,3,8.54291,1
RBM14,3,3.08345,0
RBM15,1,2.8418,0
RBM17,2,2.2003,0
RBM19,2,1.63954,0
RBM22,9,2.63236,0
RBM23,1,1.62873,0
RBM25,3,1.69441,0
RBM26,2,1.57228,0
RBM28,6,2.57068,0
RBM33,2,2.35185,0
RBM39,4,2.75938,0
RBM4,1,1.79169,0
RBM47,4,2.36269,0
RBM5,5,2.96083,0
RBM6,4,3.33792,0
RBM8A,1,1.67496,0
RBMX2,2,2.84555,0
RBMXL1,1,2.71757,0
RBP1,3,2.3677,0
RBP4,1,3.4362,0
RBP7,2,1.78716,0
RBPJ,3,2.71479,0
RBX1,1,2.6583,0
RC3H1,1,2.51911,0
RC3H2,3,2.07456,0
RCAN1,1,2.02717,0
RCC1,5,11.3475,4
RCC2,7,3.28464,0
RCCD1,1,10.4465,1
RCE1,2,2.22465,0
RCHY1,2,1.94619,0
RCL1,1,1.6836,0
RDH10,6,3.41001,0
RDH11,1,3.09165,0
RDH13,3,1.9614,0
RECQL,13,2.64364,0
RECQL4,25,4.75719,5
RECQL5,10,4.29662,1
REEP4,1,3.12725,0
REEP5,1,10.5836,1
RELA,6,2.48639,0
RELB,3,2.04346,0
REPIN1,3,3.7851,0
REPS1,2,1.55762,0
REPS2,1,2.94907,0
RERE,4,2.50869,0
RETSAT,5,3.53859,0
REXO1,3,2.15067,0
REXO2,1,1.45119,0
RFC1,8,2.95124,0
RFC2,3,1.8596,0
RFC3,9,2.12856,0
RFC4,5,3.19188,0
RFC5,4,1.81324,0
RFFL,4,2.33798,0
RFT1,2,7.62487,1
RFTN1,1,3.82759,0
RFWD2,2,1.36492,0
RFWD3,7,3.86448,0
RFX1,1,2.5615,0
RFX2,2,1.69779,0
RFX7,1,5.5297,1
RFXAP,1,3.07953,0
RGL2,2,10.6867,2
RGL3,1,2.52187,0
RGP1,1,1.80548,0
RGPD5,2,2.81822,0
RGS12,2,2.66932,0
RGS19,2,3.44287,0
RGS3,8,2.17605,0
RHOA,1,1.7426,0
RHOB,1,1.76015,0
RHOBTB3,5,2.03452,0
RHOC,3,2.72618,0
RHOF,4,2.26742,0
RHOG,5,6.92998,2
RHOT1,5,2.45974,0
RHOT2,3,1.54507,0
RHPN2,4,4.51233,1
RIC8A,2,2.85186,0
RIC8B,2,1.83146,0
RICTOR,8,4.93501,1
RIF1,17,5.3207,1
RILPL1,1,1.8355,0
RIN1,8,4.72705,1
RIN3,5,1.87034,0
RING1,4,6.30924,1
RINL,1,1.8806,0
RINT1,2,1.49995,0
RIOK1,2,2.3766,0
RIOK2,3,2.20856,0
RIOK3,6,3.38139,0
RIPK1,5,2.25271,0
RIPK2,4,5.46611,1
RIPK4,3,1.85333,0
RLF,21,3.7768,0
RMDN1,2,2.48514,0
RMDN3,1,2.94509,0
RMI1,3,2.52249,0
RMND1,1,1.74451,0
RMND5A,8,2.31935,0
RMND5B,3,1.91236,0
RNASEH1,2,1.43106,0
RNASEH2A,2,2.07735,0
RNASEL,2,2.55246,0
RNF10,4,3.83773,0
RNF114,5,2.07078,0
RNF123,4,3.82147,0
RNF126,2,2.29962,0
RNF139,2,2.15954,0
RNF14,9,2.34734,0
RNF141,5,3.55244,0
RNF149,3,2.45081,0
RNF157,2,1.87684,0
RNF175,3,1.5978,0
RNF185,2,1.96524,0
RNF2,2,1.90646,0
RNF20,9,3.10316,0
RNF213,29,5.93778,1
RNF214,4,2.3795,0
RNF216,4,2.54947,0
RNF219,7,2.60952,0
RNF220,5,20.0,1
RNF31,9,3.5169,0
RNF34,8,2.42281,0
RNF4,2,1.39208,0
RNF40,12,7.14356,3
RNF5,4,2.70108,0
RNF7,3,1.87034,0
RNF8,3,1.38099,0
RNFT1,2,2.02206,0
RNFT2,3,4.35411,2
RNGTT,7,2.76613,0
RNH1,23,4.86145,4
RNMT,4,3.72716,0
RNMTL1,4,3.48252,0
RNPC3,3,3.49536,0
RNPEP,3,1.88287,0
ROCK1,6,2.45557,0
ROCK2,10,5.35669,1
ROGDI,1,1.44448,0
ROR2,1,1.21931,0
RP2,2,1.58437,0
RPA1,5,1.88955,0
RPA2,1,2.483,0
RPA3,2,1.9842,0
RPAP1,2,2.48633,0
RPAP2,5,4.5667,1
RPAP3,3,2.91947,0
RPF1,1,1.1127,0
RPF2,1,1.51684,0
RPGRIP1L,2,1.86892,0
RPIA,3,3.28507,0
RPL10,5,2.13192,0
RPL10A,3,2.42237,0
RPL11,4,4.31285,1
RPL12,3,2.99091,0
RPL13A,1,4.43262,1
RPL14,2,4.64213,1
RPL17,3,5.35741,1
RPL18,1,1.73308,0
RPL18A,4,5.82665,3
RPL23,2,2.42283,0
RPL24,2,2.68171,0
RPL27A,2,6.74129,1
RPL28,1,2.71595,0
RPL3,3,3.7918,0
RPL30,2,2.51803,0
RPL32,2,2.95101,0
RPL34,4,2.58329,0
RPL36,1,2.61912,0
RPL36A,2,2.15186,0
RPL37A,4,2.23235,0
RPL4,4,5.2918,1
RPL5,3,20.0,2
RPL6,1,1.63992,0
RPL7,1,2.84084,0
RPL7A,1,3.37049,0
RPL8,3,3.93158,0
RPL9,2,4.37477,2
RPLP0,3,2.70954,0
RPLP1,1,2.42161,0
RPN1,2,5.89913,1
RPP14,2,2.41415,0
RPP21,3,3.21307,0
RPP25,1,2.2287,0
RPP25L,2,3.75665,0
RPP30,4,2.10064,0
RPP38,4,2.30883,0
RPP40,2,2.72834,0
RPRD1A,2,3.01052,0
RPRD1B,2,1.7258,0
RPRD2,3,2.33398,0
RPS11,3,2.60342,0
RPS12,6,4.20805,2
RPS15A,2,2.28083,0
RPS16,1,1.96566,0
RPS17L,1,2.26273,0
RPS2,4,2.28653,0
RPS20,2,2.7478,0
RPS21,1,3.49951,0
RPS23,1,2.18637,0
RPS26P11,2,2.55875,0
RPS27A,5,3.61468,0
RPS27L,1,3.33516,0
RPS28,1,3.04476,0
RPS29,1,2.30448,0
RPS3,3,4.36153,1
RPS3A,3,3.18746,0
RPS4X,2,3.03604,0
RPS4Y1,2,2.05782,0
RPS5,3,3.32096,0
RPS6,3,2.74281,0
RPS6KA1,5,5.5435,2
RPS6KA2,1,9.76219,1
RPS6KA4,3,3.37654,0
RPS6KA5,4,2.45476,0
RPS6KB1,2,3.05576,0
RPS6KB2,1,1.58044,0
RPS6KC1,3,2.92725,0
RPS6KL1,1,1.29966,0
RPS8,5,3.3662,0
RPSA,2,2.57034,0
RPTOR,12,3.83177,0
RPUSD1,5,3.8986,0
RPUSD2,3,2.32552,0
RPUSD3,3,3.00846,0
RPUSD4,2,1.57157,0
RQCD1,4,3.04922,0
RRAGA,2,1.69107,0
RRAGB,4,2.64848,0
RRAGD,1,3.19522,0
RRAS,1,2.49498,0
RRBP1,5,5.05112,1
RREB1,5,3.31614,0
RRM1,12,2.98318,0
RRM2,4,1.7849,0
RRN3,3,2.0874,0
RRP1,3,3.02594,0
RRP12,13,2.46019,0
RRP15,1,20.0,1
RRP1B,6,5.74563,1
RRP36,1,2.06542,0
RRP8,4,4.12689,1
RRP9,4,2.77106,0
RRS1,1,3.01227,0
RSAD1,4,3.40191,0
RSBN1,5,3.23536,0
RSBN1L,1,1.35383,0
RSF1,7,2.73789,0
RSL1D1,4,2.31038,0
RSL24D1,2,3.03524,0
RTCA,2,1.44828,0
RTCB,2,1.52826,0
RTEL1,3,2.12406,0
RTF1,3,8.07997,1
RTFDC1,3,10.5771,1
RTKN,10,5.96061,1
RTN3,3,16.4163,2
RTN4,1,1.97277,0
RTTN,9,10.2422,2
RUFY1,6,4.06431,1
RUFY3,2,1.65289,0
RUNDC1,1,1.43462,0
RUVBL1,3,2.11176,0
RUVBL2,3,4.68607,1
RWDD2B,4,4.35356,2
RXRA,3,4.95074,2
RXRB,6,3.42847,0
RXRG,2,3.04962,0
S100A11,1,2.11455,0
S100A14,2,2.36851,0
S100A2,1,2.72495,0
S100A3,4,4.09107,1
SAAL1,4,1.8586,0
SAC3D1,3,2.67612,0
SACM1L,3,1.43304,0
SACS,31,5.10679,1
SAE1,8,2.23522,0
SAFB,2,2.2075,0
SAFB2,3,2.78071,0
SAMD1,1,2.45971,0
SAMD4A,1,1.44594,0
SAMD9,4,2.46218,0
SAMHD1,4,2.35524,0
SAMM50,5,20.0,1
SAP18,1,1.86242,0
SAP30,1,2.5521,0
SAP30BP,2,1.95828,0
SAPCD2,6,3.27689,0
SAR1A,2,5.50063,1
SAR1B,1,1.2555,0
SARS,6,3.01091,0
SARS2,6,3.73374,0
SART1,3,2.7893,0
SART3,13,4.57221,1
SASH1,2,2.08427,0
SASS6,1,1.63531,0
SATB2,2,2.11958,0
SAV1,1,1.82507,0
SBDS,3,2.4679,0
SBF1,11,4.11816,1
SBF2,2,1.54238,0
SBNO1,5,2.66598,0
SBNO2,1,2.73077,0
SCAF1,4,11.6953,2
SCAF11,6,20.0,1
SCAF4,3,2.03511,0
SCAF8,3,1.7139,0
SCAI,1,1.54947,0
SCAMP2,1,1.63761,0
SCAMP4,1,1.69206,0
SCAPER,2,3.19965,0
SCARA3,2,3.21136,0
SCARB1,1,4.23759,1
SCARB2,1,1.399,0
SCD5,1,1.61602,0
SCFD1,2,1.47084,0
SCFD2,3,2.90661,0
SCLY,1,3.13527,0
SCMH1,2,1.74451,0
SCML2,4,2.89023,0
SCN1B,2,3.65089,0
SCRIB,4,2.74274,0
SCRN1,3,2.99969,0
SCRN3,1,12.9433,1
SCYL1,7,1.86897,0
SCYL2,3,2.85966,0
SCYL3,3,3.3987,0
SDAD1,1,1.4529,0
SDCBP,1,1.85295,0
SDCCAG8,1,3.59684,0
SDE2,4,2.83071,0
SDF2L1,1,1.63058,0
SDHA,6,2.97768,0
SDHB,5,2.20949,0
SDHC,1,2.62791,0
SDSL,4,2.48388,0
SEC13,5,2.3384,0
SEC14L1,2,2.13768,0
SEC14L4,3,4.02917,1
SEC16A,5,3.83867,0
SEC22A,4,3.34456,0
SEC23A,6,2.2346,0
SEC23B,10,4.14527,1
SEC23IP,3,1.87393,0
SEC24A,3,2.26832,0
SEC24B,7,4.88636,1
SEC24C,17,3.33455,0
SEC24D,14,4.9964,1
SEC31A,8,2.72549,0
SEC61A1,1,1.50533,0
SEC62,1,3.39834,0
SEC63,2,10.9248,1
SECISBP2,2,2.25852,0
SECISBP2L,4,2.83534,0
SEH1L,6,2.62512,0
SELRC1,8,8.41517,1
SEMA4B,1,2.12371,0
SENP1,4,3.57262,0
SENP3,4,2.62155,0
SENP5,4,2.028,0
SENP6,9,6.08533,4
SENP7,1,2.31227,0
SEPHS1,1,1.53103,0
SEPT10,6,2.90191,0
SEPT11,2,2.20103,0
SEPT2,1,1.81855,0
SEPT6,1,2.29303,0
SEPT7,3,2.19974,0
SEPT9,5,3.23007,0
SERAC1,1,2.4086,0
SERGEF,1,2.03175,0
SERINC2,2,3.31792,0
SERPINB5,3,4.53774,1
SERPINB6,2,2.82839,0
SERPINB9,2,1.52413,0
SERPINC1,1,4.8021,1
SERPINF2,1,2.00498,0
SERPINH1,1,1.93137,0
SESTD1,2,2.07737,0
SETD1A,7,2.86987,0
SETD2,18,2.23283,0
SETD3,4,2.00885,0
SETD5,6,2.67084,0
SETD7,1,1.4304,0
SETD8,3,4.35135,1
SETDB1,19,17.9199,6
SETDB2,2,2.85212,0
SETMAR,7,3.5168,0
SETX,26,6.38288,5
SF1,9,7.82262,2
SF3A1,1,2.46751,0
SF3A3,5,20.0,1
SF3B1,9,2.78373,0
SF3B14,2,2.30406,0
SF3B3,5,2.11696,0
SF3B5,1,2.49149,0
SFI1,1,2.27472,0
SFMBT1,9,1.82689,0
SFN,1,2.64223,0
SFPQ,1,2.29682,0
SFR1,2,2.40755,0
SFSWAP,2,3.71879,0
SFT2D1,1,1.46845,0
SFXN1,1,1.54957,0
SFXN2,1,1.57223,0
SFXN4,1,2.13824,0
SGCB,2,5.63799,2
SGK223,7,2.73334,0
SGOL2,1,2.30968,0
SGPP1,3,4.49579,1
SGSH,2,2.73708,0
SGSM3,1,1.32124,0
SGTA,3,7.80212,1
SH2D4A,1,5.65365,1
SH2D5,3,12.0888,1
SH3BP1,3,1.9194,0
SH3BP4,3,1.6201,0
SH3BP5L,1,2.62919,0
SH3GL1,4,4.60634,1
SH3GLB2,3,3.10622,0
SH3KBP1,1,2.01591,0
SH3PXD2B,3,3.44484,0
SH3RF1,4,20.0,2
SHB,2,2.86199,0
SHC1,1,2.50701,0
SHC4,1,1.49021,0
SHCBP1,12,3.03899,0
SHMT1,3,1.69369,0
SHMT2,4,1.73731,0
SHPK,2,2.27253,0
SHPRH,10,2.66745,0
SHQ1,2,4.11216,1
SHROOM1,2,1.94594,0
SHROOM2,1,2.51788,0
SIAE,1,1.95757,0
SIAH1,1,1.9006,0
SIAH2,1,1.48761,0
SIGIRR,1,2.0125,0
SIK2,2,1.67896,0
SIK3,2,1.86373,0
SIKE1,1,2.08829,0
SIMC1,4,2.84594,0
SIN3A,8,2.20471,0
SIN3B,6,4.89435,1
SIPA1,6,2.82689,0
SIPA1L1,3,3.37393,0
SIPA1L2,2,1.22325,0
SIPA1L3,5,3.58178,0
SIRT1,5,3.72797,0
SIRT2,4,2.45638,0
SIRT3,2,6.09167,2
SIRT5,4,2.26151,0
SIRT6,1,1.48707,0
SIRT7,2,1.51278,0
SIVA1,4,3.51445,0
SIX1,1,1.92235,0
SIX4,1,2.81353,0
SKA1,3,2.28943,0
SKA3,3,6.8859,1
SKI,7,4.96264,1
SKIV2L,2,1.31448,0
SKIV2L2,6,2.81302,0
SKP1,3,2.1871,0
SKP2,2,1.74985,0
SLAIN2,2,2.02805,0
SLC10A4,2,1.67837,0
SLC11A2,3,1.69894,0
SLC12A2,1,1.43287,0
SLC12A8,1,1.93874,0
SLC15A4,2,1.87177,0
SLC16A1,2,1.83398,0
SLC16A3,1,1.97535,0
SLC17A5,1,2.77438,0
SLC19A1,3,2.37654,0
SLC1A4,1,1.42157,0
SLC1A5,2,3.2577,0
SLC20A1,2,4.13621,1
SLC25A1,4,2.03598,0
SLC25A10,7,2.4271,0
SLC25A11,1,1.39048,0
SLC25A12,3,2.28713,0
SLC25A15,2,1.49089,0
SLC25A16,2,1.3488,0
SLC25A19,2,1.64256,0
SLC25A20,3,2.07087,0
SLC25A21,1,2.73204,0
SLC25A22,6,1.73794,0
SLC25A24,3,3.00851,0
SLC25A25,5,2.15152,0
SLC25A29,2,1.49807,0
SLC25A3,5,2.92068,0
SLC25A30,2,1.98382,0
SLC25A33,6,2.53564,0
SLC25A36,3,1.3864,0
SLC25A39,1,2.38545,0
SLC25A4,4,2.07997,0
SLC25A40,2,2.56307,0
SLC25A5,2,1.66821,0
SLC25A6,3,2.42906,0
SLC26A6,1,3.53224,0
SLC27A1,4,2.268,0
SLC27A2,3,3.45429,0
SLC27A3,2,1.68662,0
SLC27A4,7,20.0,3
SLC27A6,2,1.68721,0
SLC30A1,5,2.31528,0
SLC30A7,1,1.60062,0
SLC31A1,1,1.9819,0
SLC33A1,2,2.17031,0
SLC35A1,2,3.22434,0
SLC35B2,1,1.9532,0
SLC35F6,1,1.71726,0
SLC37A4,2,1.71888,0
SLC38A1,1,1.69245,0
SLC38A10,1,2.0255,0
SLC39A10,1,1.57849,0
SLC39A13,1,2.64932,0
SLC39A14,1,3.88125,0
SLC39A4,2,1.48603,0
SLC39A8,2,3.18556,0
SLC3A2,1,4.29762,1
SLC41A2,1,1.58468,0
SLC43A3,2,1.38626,0
SLC45A1,2,5.8319,2
SLC4A11,1,3.1715,0
SLC4A1AP,5,3.37895,0
SLC52A2,2,1.79729,0
SLC5A3,2,2.27898,0
SLC5A6,1,1.83451,0
SLC6A15,1,1.43134,0
SLC6A8,1,2.17804,0
SLC7A1,1,1.80514,0
SLC7A5,1,1.57525,0
SLC9A3R1,1,3.20838,0
SLC9A3R2,1,2.41137,0
SLCO4A1,4,10.9609,1
SLFN5,3,3.06805,0
SLIRP,1,1.51514,0
SLK,3,4.99985,2
SLMAP,7,5.4357,2
SLTM,4,2.84949,0
SLU7,5,2.25819,0
SMAD1,4,1.86756,0
SMAD2,9,2.67145,0
SMAD4,6,1.86648,0
SMAD5,3,1.50086,0
SMAP2,2,1.45214,0
SMARCA1,6,3.75579,0
SMARCA4,5,3.22601,0
